[2019-11-16 21:51:28.600] temperature (C), humidity (% relative), pressure (hPa)        
[2019-11-17 12:12:41.253] ,2,45,1069                    
[2019-11-17 12:12:53.858] ,2,45,1069                    
[2019-11-17 12:13:06.460] ,2,45,1069                    
[2019-11-17 12:13:19.059] ,2,45,1069                    
[2019-11-17 12:13:31.660] ,2,45,1069                    
[2019-11-17 12:13:44.259] ,2,45,1069                    
[2019-11-17 12:13:56.859] ,2,45,1069                    
[2019-11-17 12:14:09.449] ,2,45,1069                    
[2019-11-17 12:14:22.058] ,2,45,1069                    
[2019-11-17 12:14:34.658] ,2,45,1069                    
[2019-11-17 12:14:47.259] ,2,45,1069                    
[2019-11-17 12:14:59.859] ,2,45,1069                    
[2019-11-17 12:15:12.459] ,2,45,1069                    
[2019-11-17 12:15:25.059] ,2,45,1069                    
[2019-11-17 12:15:37.658] ,2,45,1069                    
[2019-11-17 12:15:50.259] ,2,45,1069                    
[2019-11-17 12:16:02.858] ,2,45,1069                    
[2019-11-17 12:16:15.460] ,2,45,1069                    
[2019-11-17 12:16:28.057] ,2,45,1069                    
[2019-11-17 12:16:40.663] ,2,45,1069                    
[2019-11-17 12:16:53.257] ,2,45,1069                    
[2019-11-17 12:17:05.857] ,2,45,1069                    
[2019-11-17 12:17:18.458] ,2,45,1069                    
[2019-11-17 12:17:31.058] ,2,45,1069                    
[2019-11-17 12:17:43.657] ,2,45,1069                    
[2019-11-17 12:17:56.257] ,2,45,1069                    
[2019-11-17 12:18:08.864] ,2,45,1069                    
[2019-11-17 12:18:21.469] ,2,46,1069                    
[2019-11-17 12:18:34.068] ,2,46,1069                    
[2019-11-17 12:18:46.668] ,2,45,1069                    
[2019-11-17 12:18:59.268] ,2,45,1069                    
[2019-11-17 12:19:11.868] ,2,46,1069                    
[2019-11-17 12:19:24.468] ,2,46,1069                    
[2019-11-17 12:19:37.068] ,2,46,1069                    
[2019-11-17 12:19:49.669] ,2,46,1069                    
[2019-11-17 12:20:02.267] ,2,46,1069                    
[2019-11-17 12:20:14.867] ,2,46,1069                    
[2019-11-17 12:20:27.467] ,2,46,1069                    
[2019-11-17 12:20:40.067] ,2,46,1069                    
[2019-11-17 12:20:52.667] ,2,46,1069                    
[2019-11-17 12:21:05.268] ,2,46,1069                    
[2019-11-17 12:21:17.868] ,2,46,1069                    
[2019-11-17 12:21:30.468] ,2,46,1069                    
[2019-11-17 12:21:43.067] ,2,46,1069                    
[2019-11-17 12:21:55.674] ,2,46,1069                    
[2019-11-17 12:22:08.273] ,2,46,1069                    
[2019-11-17 12:22:20.873] ,2,46,1069                    
[2019-11-17 12:22:33.473] ,2,46,1069                    
[2019-11-17 12:22:46.073] ,2,46,1069                    
[2019-11-17 12:22:58.673] ,2,46,1069                    
[2019-11-17 12:23:11.273] ,2,46,1069                    
[2019-11-17 12:23:23.872] ,2,46,1069                    
[2019-11-17 12:23:36.472] ,2,46,1069                    
[2019-11-17 12:23:49.072] ,2,46,1069                    
[2019-11-17 12:24:01.673] ,2,46,1069                    
[2019-11-17 12:24:14.272] ,2,46,1069                    
[2019-11-17 12:24:26.872] ,2,46,1069                    
[2019-11-17 12:24:39.472] ,2,46,1069                    
[2019-11-17 12:24:52.075] ,2,46,1069                    
[2019-11-17 12:25:04.678] ,2,46,1069                    
[2019-11-17 12:25:17.277] ,2,46,1069                    
[2019-11-17 12:25:29.877] ,2,46,1069                    
[2019-11-17 12:25:42.477] ,2,46,1069                    
[2019-11-17 12:25:55.076] ,2,46,1069                    
[2019-11-17 12:26:07.677] ,2,46,1069                    
[2019-11-17 12:26:20.277] ,2,46,1069                    
[2019-11-17 12:26:32.876] ,2,46,1069                    
[2019-11-17 12:26:45.477] ,2,46,1069                    
[2019-11-17 12:26:58.076] ,2,46,1069                    
[2019-11-17 12:27:10.676] ,2,46,1069                    
[2019-11-17 12:27:23.276] ,2,46,1069                    
[2019-11-17 12:27:35.875] ,2,46,1069                    
[2019-11-17 12:27:48.476] ,2,46,1069                    
[2019-11-17 12:28:01.076] ,2,46,1069                    
[2019-11-17 12:28:13.676] ,2,46,1069                    
[2019-11-17 12:28:26.276] ,2,46,1069                    
[2019-11-17 12:28:38.875] ,2,46,1069                    
[2019-11-17 12:28:51.475] ,2,46,1069                    
[2019-11-17 12:29:04.075] ,2,46,1069                    
[2019-11-17 12:29:16.674] ,2,46,1069                    
[2019-11-17 12:29:29.275] ,2,46,1069                    
[2019-11-17 12:29:41.875] ,2,46,1069                    
[2019-11-17 12:29:54.482] ,2,46,1069                    
[2019-11-17 12:30:07.087] ,2,46,1069                    
[2019-11-17 12:30:19.686] ,2,46,1069                    
[2019-11-17 12:30:32.286] ,2,46,1069                    
[2019-11-17 12:30:44.886] ,2,46,1069                    
[2019-11-17 12:30:57.486] ,2,46,1069                    
[2019-11-17 12:31:10.086] ,2,46,1069                    
[2019-11-17 12:31:22.686] ,2,46,1069                    
[2019-11-17 12:31:35.285] ,2,46,1069                    
[2019-11-17 12:31:47.886] ,2,46,1069                    
[2019-11-17 12:32:00.485] ,2,46,1069                    
[2019-11-17 12:32:13.085] ,2,46,1069                    
[2019-11-17 12:32:25.685] ,2,46,1069                    
[2019-11-17 12:32:38.285] ,2,46,1069                    
[2019-11-17 12:32:50.885] ,2,46,1069                    
[2019-11-17 12:33:03.485] ,2,46,1069                    
[2019-11-17 12:33:16.085] ,2,46,1069                    
[2019-11-17 12:33:28.691] ,2,46,1069                    
[2019-11-17 12:33:41.290] ,2,46,1069                    
[2019-11-17 12:33:53.890] ,2,46,1069                    
[2019-11-17 12:34:06.490] ,2,46,1069                    
[2019-11-17 12:34:19.090] ,2,47,1069                    
[2019-11-17 12:34:31.690] ,2,46,1069                    
[2019-11-17 12:34:44.290] ,2,47,1069                    
[2019-11-17 12:34:56.890] ,2,46,1069                    
[2019-11-17 12:35:09.489] ,2,46,1069                    
[2019-11-17 12:35:22.095] ,2,46,1069                    
[2019-11-17 12:35:34.695] ,2,46,1069                    
[2019-11-17 12:35:47.299] ,2,46,1069                    
[2019-11-17 12:35:59.901] ,2,46,1069                    
[2019-11-17 12:36:12.501] ,2,46,1069                    
[2019-11-17 12:36:25.101] ,2,47,1069                    
[2019-11-17 12:36:37.701] ,2,46,1069                    
[2019-11-17 12:36:50.301] ,2,46,1069                    
[2019-11-17 12:37:02.901] ,2,46,1069                    
[2019-11-17 12:37:15.500] ,2,46,1069                    
[2019-11-17 12:37:28.100] ,2,46,1069                    
[2019-11-17 12:37:40.700] ,2,47,1069                    
[2019-11-17 12:37:53.300] ,2,47,1069                    
[2019-11-17 12:38:05.900] ,2,47,1069                    
[2019-11-17 12:38:18.500] ,2,47,1069                    
[2019-11-17 12:38:31.100] ,2,47,1069                    
[2019-11-17 12:38:43.699] ,2,47,1069                    
[2019-11-17 12:38:56.299] ,2,47,1069                    
[2019-11-17 12:39:08.899] ,2,47,1069                    
[2019-11-17 12:39:21.499] ,2,47,1069                    
[2019-11-17 12:39:34.099] ,2,47,1069                    
[2019-11-17 12:39:46.699] ,2,47,1069                    
[2019-11-17 12:39:59.299] ,2,47,1069                    
[2019-11-17 12:40:11.899] ,2,47,1069                    
[2019-11-17 12:40:24.506] ,2,47,1069                    
[2019-11-17 12:40:37.109] ,2,47,1069                    
[2019-11-17 12:40:49.710] ,2,47,1069                    
[2019-11-17 12:41:02.310] ,2,47,1069                    
[2019-11-17 12:41:14.910] ,2,47,1069                    
[2019-11-17 12:41:27.510] ,2,47,1069                    
[2019-11-17 12:41:40.110] ,2,47,1069                    
[2019-11-17 12:41:52.770] ,2,47,1069                    
[2019-11-17 12:42:05.368] ,2,47,1069                    
[2019-11-17 12:42:17.969] ,2,47,1069                    
[2019-11-17 12:42:30.569] ,2,47,1069                    
[2019-11-17 12:42:43.169] ,2,47,1069                    
[2019-11-17 12:42:55.769] ,2,47,1069                    
[2019-11-17 12:43:08.369] ,2,47,1069                    
[2019-11-17 12:43:20.969] ,2,47,1069                    
[2019-11-17 12:43:33.575] ,2,47,1069                    
[2019-11-17 12:43:46.174] ,2,47,1069                    
[2019-11-17 12:43:58.773] ,2,47,1069                    
[2019-11-17 12:44:11.374] ,2,47,1069                    
[2019-11-17 12:44:23.973] ,2,47,1069                    
[2019-11-17 12:44:36.574] ,2,47,1069                    
[2019-11-17 12:44:49.174] ,2,47,1069                    
[2019-11-17 12:45:01.779] ,2,47,1069                    
[2019-11-17 12:45:14.380] ,2,47,1069                    
[2019-11-17 12:45:26.979] ,2,47,1069                    
[2019-11-17 12:45:39.579] ,2,47,1069                    
[2019-11-17 12:45:52.179] ,2,47,1069                    
[2019-11-17 12:46:04.778] ,2,47,1069                    
[2019-11-17 12:46:17.379] ,2,47,1069                    
[2019-11-17 12:46:29.984] ,2,47,1069                    
[2019-11-17 12:46:42.585] ,2,47,1069                    
[2019-11-17 12:46:55.185] ,2,47,1069                    
[2019-11-17 12:47:07.784] ,2,47,1069                    
[2019-11-17 12:47:20.384] ,2,47,1069                    
[2019-11-17 12:47:32.984] ,2,47,1069                    
[2019-11-17 12:47:45.584] ,2,47,1069                    
[2019-11-17 12:47:58.184] ,2,47,1069                    
[2019-11-17 12:48:10.784] ,2,47,1069                    
[2019-11-17 12:48:23.384] ,2,47,1069                    
[2019-11-17 12:48:35.978] ,2,47,1069                    
[2019-11-17 12:48:48.583] ,2,47,1069                    
[2019-11-17 12:49:01.183] ,2,47,1069                    
[2019-11-17 12:49:13.783] ,2,47,1069                    
[2019-11-17 12:49:26.383] ,2,47,1069                    
[2019-11-17 12:49:38.983] ,2,47,1069                    
[2019-11-17 12:49:51.583] ,2,47,1069                    
[2019-11-17 12:50:04.243] ,2,47,1069                    
[2019-11-17 12:50:16.842] ,2,47,1069                    
[2019-11-17 12:50:29.442] ,2,47,1069                    
[2019-11-17 12:50:42.042] ,2,47,1069                    
[2019-11-17 12:50:54.642] ,2,47,1069                    
[2019-11-17 12:51:07.242] ,2,47,1069                    
[2019-11-17 12:51:19.841] ,2,47,1069                    
[2019-11-17 12:51:32.442] ,2,47,1069                    
[2019-11-17 12:51:45.042] ,2,47,1069                    
[2019-11-17 12:51:57.642] ,2,47,1069                    
[2019-11-17 12:52:10.249] ,2,47,1069                    
[2019-11-17 12:52:22.853] ,2,47,1069                    
[2019-11-17 12:52:35.453] ,2,47,1069                    
[2019-11-17 12:52:48.053] ,2,47,1069                    
[2019-11-17 12:53:00.653] ,2,47,1069                    
[2019-11-17 12:53:13.253] ,2,47,1069                    
[2019-11-17 12:53:25.853] ,2,47,1069                    
[2019-11-17 12:53:38.453] ,2,47,1069                    
[2019-11-17 12:53:51.052] ,2,47,1069                    
[2019-11-17 12:54:03.652] ,2,47,1069                    
[2019-11-17 12:54:16.252] ,2,47,1069                    
[2019-11-17 12:54:28.852] ,2,47,1069                    
[2019-11-17 12:54:41.452] ,2,47,1069                    
[2019-11-17 12:54:54.052] ,2,47,1068                    
[2019-11-17 12:55:06.652] ,2,47,1069                    
[2019-11-17 12:55:19.251] ,2,47,1069                    
[2019-11-17 12:55:31.851] ,2,47,1069                    
[2019-11-17 12:55:44.451] ,2,47,1069                    
[2019-11-17 12:55:57.051] ,2,48,1069                    
[2019-11-17 12:56:09.651] ,2,47,1069                    
[2019-11-17 12:56:22.258] ,2,48,1069                    
[2019-11-17 12:56:34.857] ,2,48,1069                    
[2019-11-17 12:56:47.457] ,2,48,1069                    
[2019-11-17 12:57:00.056] ,2,48,1069                    
[2019-11-17 12:57:12.656] ,2,48,1069                    
[2019-11-17 12:57:25.256] ,2,48,1069                    
[2019-11-17 12:57:37.855] ,2,48,1069                    
[2019-11-17 12:57:50.456] ,2,48,1069                    
[2019-11-17 12:58:03.056] ,2,48,1069                    
[2019-11-17 12:58:15.655] ,2,48,1069                    
[2019-11-17 12:58:28.256] ,2,48,1069                    
[2019-11-17 12:58:40.855] ,2,48,1069                    
[2019-11-17 12:58:53.461] ,2,48,1068                    
[2019-11-17 12:59:06.061] ,2,48,1069                    
[2019-11-17 12:59:18.661] ,2,48,1069                    
[2019-11-17 12:59:31.261] ,2,48,1069                    
[2019-11-17 12:59:43.861] ,2,48,1069                    
[2019-11-17 12:59:56.465] ,2,48,1069                    
[2019-11-17 13:00:09.067] ,2,48,1068                    
[2019-11-17 13:00:21.666] ,2,47,1068                    
[2019-11-17 13:00:34.266] ,2,48,1069                    
[2019-11-17 13:00:46.865] ,2,48,1069                    
[2019-11-17 13:00:59.466] ,2,48,1068                    
[2019-11-17 13:01:12.066] ,2,48,1069                    
[2019-11-17 13:01:24.666] ,2,48,1069                    
[2019-11-17 13:01:37.266] ,2,48,1069                    
[2019-11-17 13:01:49.865] ,2,48,1069                    
[2019-11-17 13:02:02.465] ,2,48,1068                    
[2019-11-17 13:02:15.065] ,2,48,1068                    
[2019-11-17 13:02:27.665] ,2,48,1068                    
[2019-11-17 13:02:40.265] ,2,48,1069                    
[2019-11-17 13:02:52.865] ,3,48,1068                    
[2019-11-17 13:03:05.465] ,3,48,1069                    
[2019-11-17 13:03:18.065] ,3,48,1068                    
[2019-11-17 13:03:30.665] ,3,48,1068                    
[2019-11-17 13:03:43.264] ,3,48,1068                    
[2019-11-17 13:03:55.864] ,3,48,1068                    
[2019-11-17 13:04:08.464] ,3,48,1068                    
[2019-11-17 13:04:21.064] ,3,48,1069                    
[2019-11-17 13:04:33.664] ,3,48,1068                    
[2019-11-17 13:04:46.264] ,3,48,1068                    
[2019-11-17 13:04:58.864] ,3,48,1068                    
[2019-11-17 13:05:11.470] ,3,48,1068                    
[2019-11-17 13:05:24.075] ,3,48,1068                    
[2019-11-17 13:05:36.675] ,3,48,1068                    
[2019-11-17 13:05:49.275] ,3,48,1068                    
[2019-11-17 13:06:01.875] ,3,48,1068                    
[2019-11-17 13:06:14.475] ,3,48,1068                    
[2019-11-17 13:06:27.075] ,3,48,1068                    
[2019-11-17 13:06:39.675] ,3,48,1068                    
[2019-11-17 13:06:52.275] ,3,48,1068                    
[2019-11-17 13:07:04.874] ,3,48,1068                    
[2019-11-17 13:07:17.474] ,2,48,1068                    
[2019-11-17 13:07:30.074] ,3,48,1068                    
[2019-11-17 13:07:42.674] ,2,48,1068                    
[2019-11-17 13:07:55.274] ,2,48,1068                    
[2019-11-17 13:08:07.874] ,2,48,1068                    
[2019-11-17 13:08:20.474] ,2,48,1068                    
[2019-11-17 13:08:33.074] ,2,48,1068                    
[2019-11-17 13:08:45.672] ,2,48,1068                    
[2019-11-17 13:08:58.280] ,2,48,1068                    
[2019-11-17 13:09:10.879] ,2,48,1068                    
[2019-11-17 13:09:23.479] ,2,48,1068                    
[2019-11-17 13:09:36.079] ,2,48,1068                    
[2019-11-17 13:09:48.679] ,2,48,1068                    
